is_spam,sms,Predicted_Labels
0,ok everi night take warm bath drink cup milk se work magic you stil ned lose weight just know,ham
0,i û l lok fri pan case it û s cheap bok perhap no that û s sili fri pan isn û t like bok,ham
0,o wel uv caus mutat sunscren like esenti theseday,ham
0,have lunchyou onlinewhi,ham
0,i know friend alreadi told that,ham
0,hi princ thank pic you preti how you,ham
0,aiyo u alway c ex one i duno abt mei repli first time u repli fast y lucki workin huh got bao ur sugardad ahg,ham
0,hi msg meim ofic,ham
0,thanx e browni v nice,ham
0,ge i love much i bare stand,ham
1,gent we tri contact you last wekend draw show å prize guarant cal claim code k valid hr onli pm,spam
0,fuck babe i mi alreadi know cant let send money toward net i ned i want i crave,ham
0,il cal u mrw ninish adr icki american frek wont stop calin bad jen k eh,ham
0,oh bed riden ey what you think of,ham
0,so anyway go gym whatev love smile i hope ok god day babe i mi much alreadi,ham
0,love it dadi make scream pleasur i go slap as dick,ham
0,wot u wana do then misi,ham
0,yar lor wait mum finish sch lunch lor i whole morn stay home clean rom rom quit clean he,ham
0,do know lab gogl went,ham
0,can open dor,ham
0,wait cal,ham
0,nope wait sch dadi,ham
1,you cash prize to claim cal,spam
0,im tire argu wek wek do want on il same,ham
0,ìï wait sch finish ard,ham
1,mobil number å claim cal us back ring claim hot line,spam
0,arngd mariag u r walkin unfortuntli snake bite u bt love mariag danc frnt snake amp sayin bite me bite me,ham
0,huh earli then ì diner outsid izit,ham
0,ok anyway ned chang said,ham
1,we tri contact repli ofer min textand new video phone cal repli fre deliveri tomorow,spam
0,exwif abl kid do want kid one day,ham
0,so how scotland hope show jc tendenc take care live dream,ham
0,tel u headach want use hour sick time,ham
0,i dun thk il quit yet hm go jaz yogasana oso can we go met em leson den,ham
0,pete pleas ring meiv hardli gotani credit,ham
0,ya srsli beter yi tho,ham
0,im mete cal late,ham
1,for ur chanc win å wkli shope spre txt shop tsc custcar xpwk,spam
1,you speciali select receiv pound award cal befor line close cost pm tc apli ag promo,spam
1,privat your acount statement show unredem s i m point cal identifi code expir,spam
0,you stil grand prix,ham
0,i met strange chose friend as long world stand friendship never end let friend forev gud nitz,ham
0,i great how you,ham
0,gud mrng dear nice day,ham
1,you import custom servic anounc cal frephon now,spam
0,wil do wa exhaust train morn to much wine pie you slep wel,ham
0,im go buy mum present ar,ham
0,mind blastin no tsunami ocur on rajnik stope swime indian oceand,ham
0,if u send home first ok lor im readi yet,ham
0,speak cash yet,ham
0,be hapi there i come non,ham
0,met lunch la,ham
0,take care n get wel son,ham
1,xclusiveclubsaisai morow soir special zouk with nichol from parisfr rose al ladi info,ham
0,i meant say cant wait se u gete bore bridgwat banter,ham
0,neva mind ok,ham
0,it fine ima get drink somethin want come find you,ham
1,day kick of for euro u kept date late news result daili to remov send get txt stop,spam
0,it valentin game send di msg ur friend if answer r someon reali love u que colour suit bestrpli,ham
0,i mani depend,ham
0,thanx today cer it wa nice catch up but we ave find more time more often oh wel take care c u sonc,ham
0,i cale said himthen chose futur,ham
0,hapi valentin day i know earli hundr handsom beauti wish so thought finish aunti uncl st,ham
0,he like v shock leh co tele shuhui like tele leona also like dat almost know liao he got ask abt ur reaction lor,ham
0,for famili hapin,ham
0,i come n pick ì up come imedi aft ur leson,ham
0,let snow let snow thi kind weather bring pl togeth friendship grow,ham
0,dear got ltgt dolar hi hi,ham
0,god word but word may leav u dismay mani time,ham
0,make sure alex know hi birthday is over in fiften minut as far as your concern,ham
0,sori no got thing do may pub late,ham
0,nah straight bring bud drink someth that actuali litl use straight cash,ham
0,haha god hear im oficiali paid market th,ham
0,how mani lick take get center totsi pop,ham
0,yup thk r e teacher said make face lok long daren ask cut short,ham
1,new textbudi chat horni guy ur area p fre receiv search postcod gaytextbudycom txt one name,spam
1,today vodafon number end select receiv å award if number match cal receiv å award,spam
0,pleas dont say like that hi hi hi,ham
0,thank u,ham
0,oh forward mesag i thought send,ham
0,got it seventen pound seven hundr ml ûò hope ok,ham
1,dear voucher holder claim wek ofer pc go tsc apli stop text txt stop,spam
0,me n funi,ham
0,swetheart hope kind day have one load reason smile biola,ham
0,when ì login dat time dad fetch ì home now,ham
0,what shower babi,ham
0,i askd u question hour befor it answer,ham
0,wel ima definit ned restock thanksgiv il let know im,ham
0,said ki ki cant sound efect he gorgeou man he kind person ned smile brighten day,ham
0,probabl gona swing we bit,ham
0,ya nice be readi thursday,ham
0,alo we brave buse taken train triumph i mean we û re b û ham have joli god rest wek,ham
0,watch carton listen music amp eve go templ amp church what u,ham
0,do mind i ask hapen you dont say uncomfort,ham
1,privat your acount statement show unredem s i m point cal identifi code expir,spam
0,no prob i send email,ham
1,you cash prize to claim cal tc rstm sw s pm,spam
0,that col sometim slow gentl sonetim rough hard,ham
0,im gona say no sori i would normal start panic time sori again are se tuesday,ham
0,wait know wesley town i bet hela drug,ham
0,fine mi much,ham
0,did u got person stori,ham
0,tel drug dealer gete impati,ham
0,sun cant come earth send luv ray cloud cant come river send luv rain i cant come met u send care msg u gud evng,ham
0,you place man,ham
0,it doesnt make sens take unl fre if ned know more wikipediacom,ham
1,premium phone servic cal,spam
0,under sea lay rock in rock envelop in envelop paper on paper word,ham
0,then mum repent how,ham
0,sori go home first dadi come fetch ì late,ham
0,leav de start prepar next,ham
0,ye babi we studi posit kama sutra,ham
0,en chiku nang bakra msg kalstiyathen teacof,ham
0,carlosl minut stil ned buy,ham
0,thi pay ltdecimalgt lakh,ham
0,have god even tyl,ham
0,did u receiv msg,ham
0,ho ho big beli laugh se ya tomo,ham
1,sm ac sun post heloy sem col,ham
1,get ur st rington fre now repli msg tone gr top tone phone everi wek å per wk opt send stop,spam
0,dito and wori say anyth anymor like said last night whatev want il same peac,ham
0,ive got ltgt way i could pick up,ham
0,i dont knw pa drink milk,ham
0,mayb say hi find got card great escap wetherspon,ham
0,pigi r u awak i bet ure stil slepe im go lunch now,ham
0,caus im freaki lol,ham
0,mise cal caus i yele scrapi mi u cant wait u come home im lone today,ham
0,what hex place talk of explain,ham
0,ìï log wat it sdrybi,ham
0,is xy go e lunch,ham
1,hi im sue i year old work lapdanc i love sex text live im bedrom now text sue by textoper g da pmsg,ham
0,i want ask ì wait finish lect co lect finish hour anyway,ham
0,have finish work yet,ham
0,everi king wa onc a cri babi and everi great build wa onc a map not imprtant where u r today but where u wil reach tomorw gud ni,ham
0,dearm cherthalain case u r come cochin pl cal bfore u starti shal also reach acordinglyor tel day u r comingtmorow engag an holiday,ham
0,thank love but torch bold,ham
1,forward pleas cal imedi urgent mesag wait you,spam
0,wa farm open,ham
0,sori troubl u again can buy d dad again al big smal sat n sun thanx,ham
0,my sister law hope great month just say hey abiola,ham
0,wil purchas stuf today mail you do po box number,ham
0,ah pop lok like il prob send laptop get fix cuz gpu problem,ham
0,god god job i like entrepreneur,ham
0,aight close stil around alex place,ham
0,met corpor st outsid gap û se mind work,ham
0,mum ask ì buy fod home,ham
0,ku also dont msg repli msg,ham
0,how much r ì wile pay,ham
0,sori il cal late,ham
0,what import prevent dehydr give enough fluid,ham
0,that bit weird even supos hapen but god idea sure pub,ham
0,true deari sat pray even felt soso smsd time,ham
0,i think i get away trek long famili town sori,ham
0,so wana gym hari,ham
0,quit late lar ard anyway wun b drivin,ham
1,to review kep fantast nokia ngage game deck club nokia go unsubscrib alert repli word out,spam
1,mth half price orang line rental late camera phone fre had phone mth cal mobilesdirect fre updat now orstoptxt tc,spam
0,height confid al aeronaut profesor wer cald amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey huri plane bt didnt move he saidif made student,ham
0,it sem like weird time night g want come smoke day shitstorm atribut alway come make everyon smoke,ham
1,ampm cost p,ham
0,save stre if person dorm acount send acount detail money sent you,ham
0,he also know lunch menu da i know,ham
0,when stuf sel il tel,ham
1,urgent thi nd atempt contact u won å cal b tcsbcmwcnx calcost pm mobilesvari maxå,spam
0,bok leson msg me i cal work sth im go get spec my membership px,ham
1,you won guarant å cash å prize to claim yr prize cal custom servic repres ampm,spam
0,macha dont fel upseti asum mindsetbeliev one even wonder plan uslet life begin againc anytim,ham
0,oh it send adr,ham
0,sfine anytim al best it,ham
0,that wondar ful flim,ham
0,ya even coki jeli,ham
0,the world rune stilmayb fele sameso itor admiti madthen corectionor let cal lifeand kep rune worldmay u r also runinglet run,ham
0,got it it lok scrumptiou dadi want eat night long,ham
0,of co lar im ba dao ok pm lor y u never ask go ah i said u would ask fri said u ask today,ham
0,alright omw gota chang order halfth,ham
0,exactli anyway far is jide studi visit,ham
0,duno u ask me,ham
1,email alertfrom jeri stewarts kbsubject lowcost prescripiton drvgsto listen email cal,ham
0,no didnt spring come earli yay,ham
0,lol fel bad i use money take steak diner d,ham
0,even u dont get troubl convincingjust tel twice tel neglect msg dont c read itjust dont repli,ham
0,leav qatar tonit search oportunity went fastpl ad ur prayer dearakhesh,ham
0,then one talk,ham
0,thank loke me i reali apreci,ham
1,hi custom loyalti oferth new nokia mobil onli å txtauction txt word start no get now tctxt tc pmtmsg,spam
0,wish now,ham
0,haha mayb ure rite u know wel da fele like someon gd lor u fast go find one gal group atach liao,ham
0,ye there glad made it,ham
0,do wel al litl time thing god time ahead,ham
0,just got up rom son û put clock back til shout everyon get realis wahay anoth hour bed,ham
0,ok there may fre gym about,ham
0,men like short ladi gaze eye,ham
0,duno ju say go lido same time,ham
0,i promis take god care you princ i run now pleas send pic get chanc tyl,ham
1,u subscrib best mobil content servic uk å per day send stop helplin,spam
0,is reason weve spoken year anyway great wek best exam,ham
0,by monday next wek give ful gist,ham
1,do realiz year wel thousand old ladi rune around tato,ham
1,you import custom servic anounc premier,spam
0,dont gime lip caveboy,ham
0,when get librari,ham
0,reali soryi recognis number confus r u pleas,ham
0,so didnt hola,ham
0,cant think anyon spare rom top head,ham
0,faith make thing posiblehop make thing worklov make thing beautifulmay thre christmasmeri christma,ham
0,u made apoint,ham
0,cal youcarlo isar here phone vibrat act i might hear text,ham
1,romant pari night flight å bok next year cal tsc apli,ham
0,we grandma oh dear u stil il i felt shit morn think hungov anoth night then we leav sat,ham
1,urgent ur å guarant award stil unclaim cal now closingd claimcod mm å pmorefromobilebremovedmobypoboxlsyf,ham
0,noth ju tot u would ask co u ba gua but went mt fab yest yest ju went alreadi mah today go out ju cal lor,ham
0,wish famili meri x ma hapi new year advanc,ham
1,ur award citi break could win å sumer shope spre everi wk txt store skilgm tscswinawkag å perwksub,spam
0,im nt goin got somethin on unl metin diner lor haha wonder go ti time,ham
0,sori il cal late,ham
0,i cant pick phone right now pl send mesag,ham
0,lol i know theyr dramat schol alreadi close tomorow apar cant drive inch snow supos get,ham
0,not gete anywher damn job hunt here,ham
0,lol u drunkard just hair moment yeah stil tonight wat plan,ham
0,idc get here weasel way shit twice row,ham
0,i wil ltgt minut got space,ham
0,just slepingand surf,ham
0,thank pick trash,ham
0,whi go tel friend sure want live smoke much spend hour bege come smoke,ham
0,hi kate love se tonight il phone tomorow i got sing guy gave card x,ham
0,hapi new year dear brother i reali mi you just got number decid send text wish hapin abiola,ham
0,that mean get dor,ham
0,your opinion me over jada kusruthi lovabl silent spl charact not matur stylish simpl pl repli,ham
0,hm i thought said hour slave you late how i punish,ham
0,berag,ham
1,you import custom servic anounc premier cal frephon now,spam
